report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified,missing_sources,missing_media,score
3/2/2026,2026-02-28T00:39:00Z,2/28/2026,0039Z,PALO ALTO,CA,PAO,PAO,N310AC,C310,N310AC,Landing,Runway excursion,2,,Minor,Yes,221,1,,[],[],https://www.google.com/search?tbm=isch&q=N310AC+aircraft,actual_search,"PALO ALTO, CA, (PAO), N310AC, C310. N310AC went off RWY31 and right main gear collapsed. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Minor. 2/28/2026 0039Z.",,C310,,,,,,,https://www.google.com/search?tbm=isch&q=N310AC+aircraft,https://www.google.com/search?tbm=isch&q=C310+aircraft,No,True,True,3
3/2/2026,2026-02-27T21:15:00Z,2/27/2026,2115Z,KALISPELL,MT,S27,FTW FSS,N971CW,SLING TSI,N971CW,Landing,Hard landing,2,,Minor,Yes,222,1,,[],[],https://www.google.com/search?tbm=isch&q=N971CW+aircraft,actual_search,"KALISPELL, MT, (FTW FSS), (S27), N971CW, SLING TSI. N971CW experienced a hard landing on RWY12. The aircraft struck one of the runway lights, causing it to turn 180° and came to rest. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Minor. 2/27/2026 2115Z.",,SLING TSI,,,,,,,https://www.google.com/search?tbm=isch&q=N971CW+aircraft,https://www.google.com/search?tbm=isch&q=SLING TSI+aircraft,No,True,True,3
3/2/2026,2026-02-27T22:15:00Z,2/27/2026,2215Z,SAN JOSE,CA,RHV,RHV,N5105J,C310,N5105J,Landing,Gear collapse,1,,Minor,Yes,223,1,,[],[],https://www.google.com/search?tbm=isch&q=N5105J+aircraft,actual_search,"SAN JOSE, CA, (RHV), N5105J, C310. N5105J landed RWY31R and during the rollout the right landing gear collapsed. The plane veered to the right into the grass. . FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 2/27/2026 2215Z.",,C310,,,,,,,https://www.google.com/search?tbm=isch&q=N5105J+aircraft,https://www.google.com/search?tbm=isch&q=C310+aircraft,No,True,True,2
3/2/2026,2026-03-01T03:00:00Z,3/1/2026,0300Z,BETHEL,AK,BET,ENA FSS,N578GV,GA-8,N578GV,,Door separation,6,,Unknown,Yes,224,1,,[],[],https://www.google.com/search?tbm=isch&q=N578GV+aircraft,actual_search,"BETHEL, AK, (ENA FSS), (BET), N578GV, GA-8. N578GV (EEK-BET) reported the back left side passenger door separated from the aircraft during flight. The aircraft continued and landed at BET without any issue. FAA Form 8020-9 was received. POB: 6, Injuries: None, Damage: Unknown. 3/1/2026 0300Z.",,GA-8,,,,,,,https://www.google.com/search?tbm=isch&q=N578GV+aircraft,https://www.google.com/search?tbm=isch&q=GA-8+aircraft,No,True,True,2
3/2/2026,2026-02-28T00:15:00Z,2/28/2026,0015Z,LAS VEGAS,NV,HND,ZAB,N30CV,C560,N30CV,,Windshield / pressurization,7,,Unknown,Yes,225,1,,[],[],https://www.google.com/search?tbm=isch&q=N30CV+aircraft,actual_search,"LAS VEGAS, NV, (ZAB), (HND), N30CV, C560. N30CV (IFR) departed Houston Hobby Airport (KHOU) for Henderson Executive Airport (KHND). Roughly 100 NM SE of KHND, the aircraft encountered an emergency due to a broken windshield. This required the aircraft to descend as low as possible due to pressurization issues encountered due to the cracked windshield. The aircraft was descended and sent directly to KHND. The aircraft was ultimately cleared for a visual approach to RWY35L. The aircraft landed at KHND without any further issue. FAA Form 8020-9 was received. POB: 7, Injuries: None, Damage: Unknown. 2/28/2026 0015Z.",,C560,,,,,,,https://www.google.com/search?tbm=isch&q=N30CV+aircraft,https://www.google.com/search?tbm=isch&q=C560+aircraft,No,True,True,3
3/2/2026,2026-02-28T17:54:00Z,2/28/2026,1754Z,OLYMPIA,WA,OLM,OLM,N102LJ,LJ60,N102LJ,Landing,Runway overrun,Unknown,,,Yes,226,1,,[],[],https://www.google.com/search?tbm=isch&q=N102LJ+aircraft,actual_search,"OLYMPIA, WA, (OLM), N102LJ, LJ60. N102LJ (IFR) landed at OLM Airport in IMC conditions. The pilot made the second IFR approach to a full stop and rolled past the departure end of RWY17 upon landing. The aircraft rolled into the dirt area. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: None. 2/28/2026 1754Z.",,LJ60,,,,,,,https://www.google.com/search?tbm=isch&q=N102LJ+aircraft,https://www.google.com/search?tbm=isch&q=LJ60+aircraft,No,True,True,2
3/2/2026,2026-02-27T02:30:00Z,2/27/2026,0230Z,LIHUE,HI,LIH,LIH,N174CD,R44,N174CD,,Hydraulic/rotor issue,2,,,Yes,227,1,,[],[],https://www.google.com/search?tbm=isch&q=N174CD+aircraft,actual_search,"LIHUE, HI, (LIH), N174CD, R44. N174CD reported a hydraulic or rotor issue to the Control Tower. The aircraft landed on the North Ramp. The Control Tower was able to get the fire department to respond and check on the aircraft and crew. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: None. 2/27/2026 0230Z.",,R44,,,,,,,https://www.google.com/search?tbm=isch&q=N174CD+aircraft,https://www.google.com/search?tbm=isch&q=R44+aircraft,No,True,True,2
3/3/2026,2026-03-02T21:59:00Z,3/2/2026,2159Z,ATWATER,CA,MER,MER,N258MF,UAS,N258MF,Landing,UAS crash/fire,,,Destroyed,Yes,228,1,,[],[],https://www.google.com/search?tbm=isch&q=N258MF+aircraft,actual_search,"ATWATER, CA, (MER), N258MF, UAS. N258MF (UAV) was conducting test flights on predetermined taxiway. The UAV was landing and flipped. It caught fire and the fire department was able to put out the fire. FAA Form 8020-9 was received. POB: None, Injuries: None, Damage: Destroyed. 3/2/2026 2159Z.",,UAS,,,,,,,https://www.google.com/search?tbm=isch&q=N258MF+aircraft,https://www.google.com/search?tbm=isch&q=UAS+aircraft,No,True,True,4
3/3/2026,2026-03-02T18:56:00Z,3/2/2026,1856Z,LOS ANGELES,CA,LAX,WSC ROC,UAL2127 (N24972),B789,N24972,,Engine fire / evacuation,267,,Unknown,No,229,1,,[],[],https://www.google.com/search?tbm=isch&q=N24972+aircraft,actual_search,"LOS ANGELES, CA, (WSC ROC), (LAX), UAL2127, N24972, B789. UAL2127 (IFR) LAX-EWR declared an emergency due to a left engine fire and returned to LAX. The aircraft landed on RWY 25L and became disabled. The chutes deployed, and the evacuation of passengers on TWY Alpha. No FAA Form 8020-9 was received. POB: 267, Injuries: None, Damage: Unknown. 3/2/2026 1856Z.",UAL2127,B789,,,,,,,https://www.google.com/search?tbm=isch&q=N24972+aircraft,https://www.google.com/search?tbm=isch&q=B789+aircraft,No,True,True,2
3/6/2026,2026-02-18T18:35:00Z,2/18/2026,1835Z,SACRAMENTO,CA,MCC,FTW FSS,N7198N,R22,N7198N,,Crash,2,,Substantial,Yes,230,1,,[],[],https://www.google.com/search?tbm=isch&q=N7198N+aircraft,actual_search,"SACRAMENTO, CA, (FTW FSS), (MCC), N7198N, R22. N7198N crashed and spread its skids. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. Late Report: 2/18/2026 1835Z.",,R22,,,,,,,https://www.google.com/search?tbm=isch&q=N7198N+aircraft,https://www.google.com/search?tbm=isch&q=R22+aircraft,No,True,True,4
3/6/2026,2026-02-28T18:45:00Z,2/28/2026,1845Z,DENVER,CO,APA,APA,N1071Z,C172S,N1071Z,Landing,Hard landing,1,,Substantial,Yes,231,1,,"[{""title"": ""Aviation Safety Network entry for N1071Z (Cessna 172S hard landing at Centennial)"", ""url"": ""https://aviation-safety.net/wikibase/567672"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2026-02-28""}]",[],https://www.google.com/search?tbm=isch&q=N1071Z+aircraft,actual_search,"DENVER, CO, (APA), N1071Z, C172S. N1071Z experienced a hard landing resulting in prop strike. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Substantial. Late Report: 2/28/2026 1845Z.",,C172S,1,0,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N1071Z+aircraft,https://www.google.com/search?tbm=isch&q=C172S+aircraft,No,True,True,4
3/6/2026,2026-03-05T04:43:00Z,3/5/2026,0443Z,LOS ANGELES,CA,LAX,WSC ROC,DAL23A (N3762Y),B738,N3762Y,,Ground collision,Unknown,,Unknown,Yes,232,1,,[],[],https://www.google.com/search?tbm=isch&q=N3762Y+aircraft,actual_search,"LOS ANGELES, CA, (WSC ROC), (LAX), (DAL23A), N3762Y, B738. DAL23A was repositioning the aircraft (not intended for flight), DAL23A (tow operator) reported that the aircraft clipped a bus on TWY Charlie near TWYC18. Update: FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 3/5/2026 0443Z.",DAL23A,B738,,,,,,,https://www.google.com/search?tbm=isch&q=N3762Y+aircraft,https://www.google.com/search?tbm=isch&q=B738+aircraft,No,True,True,2
3/6/2026,2026-03-03T16:30:00Z,3/3/2026,1630Z,LOS ANGELES,CA,LAX,WSC ROC,N569DZ,A350-941,N569DZ,,Ground equipment strike,Unknown,,Unknown,Yes,233,1,,[],[],https://www.google.com/search?tbm=isch&q=N569DZ+aircraft,actual_search,"LOS ANGELES, CA, (WSC ROC), (LAX), N569DZ, A350-941. N569DZ was parked at the gate; the cargo door made contact with the cargo deck loader vehicle. Both (aircraft and cargo loader) were operated by Delta Air Lines. The passengers and flight crew on board. Update: FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 3/3/2026 1630Z.",,A350-941,,,,,,,https://www.google.com/search?tbm=isch&q=N569DZ+aircraft,https://www.google.com/search?tbm=isch&q=A350-941+aircraft,No,True,True,2
3/9/2026,2026-03-08T17:00:00Z,3/8/2026,1700Z,TRINIDAD,CO,TAD,FTW FSS,N2663Z,BELLANCA,N2663Z,Landing,Flipover / ground loop,1,,Substantial,Yes,234,1,,[],[],https://www.google.com/search?tbm=isch&q=N2663Z+aircraft,actual_search,"TRINIDAD, CO, (FTW FSS), (TAD), N2663Z, BELLANCA. N2663Z pulled right after landing, causing it to flip over. There was damage sustained to the left wing and vertical stabilizer. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Substantial. 3/8/2026 1700Z.",,BELLANCA,,,,,,,https://www.google.com/search?tbm=isch&q=N2663Z+aircraft,https://www.google.com/search?tbm=isch&q=BELLANCA+aircraft,No,True,True,3
3/9/2026,2026-03-06T15:29:00Z,3/6/2026,1529Z,DENVER,CO,DEN,DEN,UAL605 (N27213),B738,N27213,,Ground vehicle strike,Unknown,,Substantial,Yes,235,1,,[],[],https://www.google.com/search?tbm=isch&q=N27213+aircraft,actual_search,"DENVER, CO, (DEN), (UAL605), N27213, B738. UAL605 was taxiing out of the de-ice pad to RWY08, when it got struck by a de-ice truck. The driver of the vehicle was transported to a hospital with unknown injuries. The passengers are deplaning the aircraft via airstairs in the de-ice pad and will be transported to the terminal via buses. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 3/6/2026 1529Z.",UAL605,B738,,,,,,,https://www.google.com/search?tbm=isch&q=N27213+aircraft,https://www.google.com/search?tbm=isch&q=B738+aircraft,No,True,True,3
3/9/2026,2026-03-08T20:26:00Z,3/8/2026,2026Z,BARSTOW,CA,,ZLA,N7221H,ERCO,N7221H,,Emergency landing,2,,,Yes,236,1,,[],[],https://www.google.com/search?tbm=isch&q=N7221H+aircraft,actual_search,"BARSTOW, CA, (ZLA), N7221H, ERCO. N7221H (VFR) reported a loss of oil pressure and made an emergency landing on a road at National Trails HWY/ Oriente DR. in Newberry Springs, CA. The aircraft was subject to an ALNOT issued by ZLA. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: None. 3/8/2026 2026Z.",,ERCO,,,,,,,https://www.google.com/search?tbm=isch&q=N7221H+aircraft,https://www.google.com/search?tbm=isch&q=ERCO+aircraft,No,True,True,3
3/9/2026,2026-03-07T04:40:00Z,3/7/2026,0440Z,DENVER,CO,DEN,DEN,LYM143,SW4,NONE,Landing,Gear collapse,1,,Substantial,Yes,237,1,,[],[],https://www.google.com/search?tbm=isch&q=SW4+aircraft,generic_search,"DENVER, CO, (DEN), LYM143, SW4. LYM143 (LBF-APA) IFR left main gear collapsed while landing on RWY35R. The aircraft came to rest in the safety area west of the runway. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 3/7/2026 0440Z.",LYM143,SW4,,,,,,,,https://www.google.com/search?tbm=isch&q=SW4+aircraft,No,True,True,3
3/9/2026,2026-03-03T19:00:00Z,3/3/2026,1900Z,LAKE HAVASU CITY,AZ,HII,FTW FSS,N468BB,SR20,N468BB,,Hard landing / engine issue,1,,Unknown,Yes,238,1,,[],[],https://www.google.com/search?tbm=isch&q=N468BB+aircraft,actual_search,"LAKE HAVASU CITY, AZ, (FTW FSS), (HII), N468BB, SR20. N468BB (student solo cross country), BVU-HII-IGM-BVU: After a rough landing in HII, the aircraft continued and landed in IGM with a rough-running engine and losing power. The aircraft encountered damage during the landing in HII. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 3/3/2026 1900Z.",,SR20,,,,,,,https://www.google.com/search?tbm=isch&q=N468BB+aircraft,https://www.google.com/search?tbm=isch&q=SR20+aircraft,No,True,True,3
3/9/2026,2026-03-09T02:45:00Z,3/9/2026,0245Z,ANCHORAGE,AK,ANC,WSC ROC,DAL275 (N515DN),A359,N515DN,,Fumes / diversion,311,Unknown,Unknown,No,239,1,,[],[],https://www.google.com/search?tbm=isch&q=N515DN+aircraft,actual_search,"ANCHORAGE, AK, (WSC ROC), (ANC), (DAL275), N515DN, A359. DAL275 (DTW-RJTT) IFR diverted to ANC after declaring emergency due to fumes in the flight deck generating from the aircraft’s galley. The aircraft landed on RWY07R and requested medical and fire to meet aircraft. No FAA Form 8020-9 was received. POB: 311, Injuries: Unknown, Damage: Unknown. 3/9/2026 0245Z.",DAL275,A359,,,,,,,https://www.google.com/search?tbm=isch&q=N515DN+aircraft,https://www.google.com/search?tbm=isch&q=A359+aircraft,No,True,True,2
3/11/2026,2026-03-10T18:00:00Z,3/10/2026,1800Z,RENO,NV,RNO,RNO,N144X,F-1 ROCKET,N144X,Landing,Ground loop,1,,Minor,Yes,240,1,,[],[],https://www.google.com/search?tbm=isch&q=N144X+aircraft,actual_search,"RENO, NV, (RNO), N144X, F-1 ROCKET. N144X landed on RWY17L and ground looped. The aircraft’s left wheel pant found in three pieces on runway and was recovered by the Airport Operations. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 3/10/2026 1800Z.",,F-1 ROCKET,,,,,,,https://www.google.com/search?tbm=isch&q=N144X+aircraft,https://www.google.com/search?tbm=isch&q=F-1 ROCKET+aircraft,No,True,True,2
3/11/2026,2026-03-10T18:09:00Z,3/10/2026,1809Z,PENDLETON,OR,PDT,PDT,N257SE,"SCANEAGLE, UAS",N257SE,,UAS engine failure,,,Unknown,Yes,241,1,,[],[],https://www.google.com/search?tbm=isch&q=N257SE+aircraft,actual_search,"PENDLETON, OR, (PDT), N257SE, SCANEAGLE, UAS. N257SE (UAS) experienced an engine failure ½ Nautical Mile northeast of KPDT airport. The UAS landed in a field ½ Nautical Mile northeast of KPDT airport. No damage or injuries have been reported at this time. FAA Form 8020-9 was received. POB: None, Injuries: None, Damage: Unknown. 3/10/2026 1809Z.",,"SCANEAGLE, UAS",,,,,,,https://www.google.com/search?tbm=isch&q=N257SE+aircraft,"https://www.google.com/search?tbm=isch&q=SCANEAGLE, UAS+aircraft",No,True,True,2
3/11/2026,2026-03-10T19:30:00Z,3/10/2026,1930Z,LOS ANGELES,CA,LAX,WSC ROC,AAL373,A321,NONE,,Missing component / possible damage,Unknown,,Unknown,No,242,1,,[],[],https://www.google.com/search?tbm=isch&q=A321+aircraft,generic_search,"LOS ANGELES, CA, (WSC ROC), (LAX), AAL373, A321. AAL373 (BOS-LAX) IFR reported a missing engine #2 thrust reverser while at Gate 159B. The LAX and BOS Airport Operations reported no debris found. No FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 3/10/2026 1930Z.",AAL373,A321,,,,,,,,https://www.google.com/search?tbm=isch&q=A321+aircraft,No,True,True,1
3/12/2026,2026-03-11T17:29:00Z,3/11/2026,1729Z,UPLAND,CA,CCB,FTW FSS,N29138,C210,N29138,Landing,Runway excursion,2,1- Minor,Substantial,Yes,243,1,,"[{""title"": ""Aviation Safety Network entry for N29138 (Cessna T210L runway overrun at Cable Airport)"", ""url"": ""https://aviation-safety.net/wikibase/567843"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2026-03-11""}, {""title"": ""ABC7 Los Angeles: Small plane flips during takeoff at Cable Airport in Upland"", ""url"": ""https://abc7.com/post/small-plane-flips-during-takeoff-cable-airport-upland/18703417/"", ""publisher"": ""ABC7 Los Angeles"", ""date"": ""2026-03-11""}]","[{""title"": ""NTSB Investigation Notification (WPR26LA124) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202637/pdf"", ""publisher"": ""NTSB"", ""date"": ""2026-03-11""}]",https://www.google.com/search?tbm=isch&q=N29138+aircraft,actual_search,"UPLAND, CA, (FTW FSS), (CCB), N29138, C210. N29138 landed on RWY24 at the Cable (CCB) Airport, CA and experienced a runway excursion. There were two POBs, one of which experienced a minor injury. FAA Form 8020-9 was received. POB: 2, Injuries: 1- Minor, Damage: Substantial. 3/11/2026 1729Z.",,C210,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N29138+aircraft,https://www.google.com/search?tbm=isch&q=C210+aircraft,No,True,True,4
3/12/2026,2026-03-11T17:17:00Z,3/11/2026,1717Z,BAKERSFIELD,CA,BFL,WSC ROC,N789FA,C172-SKYHAWK,N789FA,Landing,Blown tire,1,,Minor,Yes,244,1,,[],[],https://www.google.com/search?tbm=isch&q=N789FA+aircraft,actual_search,"BAKERSFIELD, CA, (WSC ROC), (BFL), N789FA, C172-SKYHAWK. N789FA landed on RWY30R at BFL and blew a tire while on rollout. The aircraft was pushed off the runway, and maintenance was able to replace the tire. The aircraft was able to taxi to parking. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 3/11/2026 1717Z.",,C172-SKYHAWK,,,,,,,https://www.google.com/search?tbm=isch&q=N789FA+aircraft,https://www.google.com/search?tbm=isch&q=C172-SKYHAWK+aircraft,No,True,True,2
3/12/2026,2026-03-11T19:50:00Z,3/11/2026,1950Z,PALM SPRINGS,CA,PSP,PSP,DAL556,A319,NONE,,Missing panel / FOD,Unknown,,Unknown,Yes,245,1,,[],[],https://www.google.com/search?tbm=isch&q=A319+aircraft,generic_search,"PALM SPRINGS, CA, (PSP), DAL556, A319. DAL556 (IFR) landed at PSP. The fire department reported an object falling off 3-4 miles from PSP Airport. The Airport Operations conducted a FOD sweep with negative findings. However, the airline mechanic reported a panel missing from the aircraft. No ground injuries reported. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 3/11/2026 1950Z.",DAL556,A319,,,,,,,,https://www.google.com/search?tbm=isch&q=A319+aircraft,No,True,True,2
3/12/2026,2026-03-11T18:38:00Z,3/11/2026,1838Z,SAN LUIS OBISPO,CA,SBP,SBP,AAL2143,A320,NONE,,Bird strike,Unknown,Unknown,Unknown,Yes,246,1,,[],[],https://www.google.com/search?tbm=isch&q=A320+aircraft,generic_search,"SAN LUIS OBISPO, CA, (SBP), AAL2143, A320. AAL2143 landed on RWY 29 and afterwards the pilot reported a possible bird strike. The airline mechanic later found bird inside left engine. FAA Form 8020-9 was received. POB: Unknown, Injuries: Unknown, Damage: Unknown. 3/11/2026 1838Z.",AAL2143,A320,,,,,,,,https://www.google.com/search?tbm=isch&q=A320+aircraft,No,True,True,2
3/13/2026,2026-03-12T19:50:00Z,3/12/2026,1950Z,RIVERSIDE,CA,RAL,WSC ROC,JOUST97 (N297CB),P28A,N297CB,,Ground collision,Unknown,Unknown,Minor,No,247,1,,[],[],https://www.google.com/search?tbm=isch&q=N297CB+aircraft,actual_search,"RIVERSIDE, CA, (WSC ROC), (RAL), (JOUST97), N297CB, P28A. JOUST97 was taxing for RWY34, when it struck N233CB (P28A) that was parked on the maintenance ramp. No FAA Form 8020-9 was received. POB: Unknown, Injuries: Unknown, Damage: Minor. 3/12/2026 1950Z.",JOUST97,P28A,,,,,,,https://www.google.com/search?tbm=isch&q=N297CB+aircraft,https://www.google.com/search?tbm=isch&q=P28A+aircraft,No,True,True,1
3/13/2026,2026-03-12T19:50:00Z,3/12/2026,1950Z,RIVERSIDE,CA,RAL,WSC ROC,N233CB,P28A,N233CB,,Parked aircraft struck,Unknown,Unknown,Unknown,No,248,1,,[],[],https://www.google.com/search?tbm=isch&q=N233CB+aircraft,actual_search,"RIVERSIDE, CA, (WSC ROC), (RAL), N233CB (P28A). (JOUST97), N291CB (P28A) was taxing for RWY34, when it struck N233CB that was parked on the maintenance ramp. No FAA Form 8020-9 was received. POB: Unknown, Injuries: Unknown, Damage: Unknown. 3/12/2026 1950Z.",,P28A,,,,,,,https://www.google.com/search?tbm=isch&q=N233CB+aircraft,https://www.google.com/search?tbm=isch&q=P28A+aircraft,No,True,True,1
3/18/2026,2026-03-17T16:39:00Z,3/17/2026,1639Z,DENVER,CO,BJC,BJC,N19U,BE76,N19U,Landing,Gear-up landing,2,,Unknown,Yes,249,1,,[],[],https://www.google.com/search?tbm=isch&q=N19U+aircraft,actual_search,"DENVER, CO, (BJC), N19U, BE76. N19U landed short of RWY30R with the gear up in the safety area. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 3/17/2026 1639Z.",,BE76,,,,,,,https://www.google.com/search?tbm=isch&q=N19U+aircraft,https://www.google.com/search?tbm=isch&q=BE76+aircraft,No,True,True,3
3/18/2026,2026-03-17T21:54:00Z,3/17/2026,2154Z,EAGLE,CO,EGE,ZDV,N325MW,PC12,N325MW,,Medical emergency / turbulence,1,,,Yes,250,1,,[],[],https://www.google.com/search?tbm=isch&q=N325MW+aircraft,actual_search,"EAGLE, CO, (ZDV), (EGE), N325MW, PC12. N325MW experienced a medical emergency. Emergency was declared by ATC over EGE (nearest airport to event occurrence). The pilot had a head injury from severe turbulence. The flight continued to its destination, Bend, OR (BDN), and landed without incident. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: None. 3/17/2026 2154Z.",,PC12,,,,,,,https://www.google.com/search?tbm=isch&q=N325MW+aircraft,https://www.google.com/search?tbm=isch&q=PC12+aircraft,No,True,True,3
3/19/2026,2026-03-18T19:51:00Z,3/18/2026,1951Z,KAHULUI,HI,OGG,OGG,N332VR,VR7,N332VR,Landing,Hard landing,1,Unknown,Minor,Yes,251,1,,[],[],https://www.google.com/search?tbm=isch&q=N332VR+aircraft,actual_search,"KAHULUI, HI, (OGG), N332VR, VR7. N332VR conducted pattern work, landed on RWY05, and experienced a hard landing resulting in the nose wheel detached from the aircraft. FAA Form 8020-9 was received. POB: 1, Injuries: Unknown, Damage: Minor. 3/18/2026 1951Z.",,VR7,,,,,,,https://www.google.com/search?tbm=isch&q=N332VR+aircraft,https://www.google.com/search?tbm=isch&q=VR7+aircraft,No,True,True,3
3/19/2026,2026-03-19T01:55:00Z,3/19/2026,0155Z,ST HELENS,WA,,FTW FSS,N7632H,PIPER PA-12,N7632H,Takeoff/Departure,Crash / inverted in water,1,,Unknown,Yes,252,1,,[],[],https://www.google.com/search?tbm=isch&q=N7632H+aircraft,actual_search,"ST HELENS, WA, (FTW FSS), N7632H, PIPER PA-12,. N7632H was departing from an island along Columbia river at 45942088N/ -122.812793W. The aircraft banked to the left and ended up inverted in the water along the river. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 3/19/2026 0155Z.",,PA12,,,,,,,https://www.google.com/search?tbm=isch&q=N7632H+aircraft,https://www.google.com/search?tbm=isch&q=PA12+aircraft,No,True,True,3
3/20/2026,2026-03-19T22:14:00Z,3/19/2026,2214Z,PENDLETON,OR,PDT,PDT,BLACKJACK01 (N107TR),"INSITU INC, INTEGRATOR- UAS",N107TR,,Engine failure,,,Unknown,Yes,253,1,,[],[],https://www.google.com/search?tbm=isch&q=N107TR+aircraft,actual_search,"PENDLETON, OR, (PDT), (BLACKJACK 01), N107TR, INSITU INC, INTEGRATOR- UAS. BLACKJACK01 (UAS) experienced an engine failure when launching off of a non-movement area of KPDT Pendleton Airport. The UAS landed in a field 1/2 nautical mile northwest of the airport. FAA Form 8020-9 was received. POB: None, Injuries: None, Damage: Unknown. 3/19/2026 2214Z.",BLACKJACK01,UAS,,,,,,,https://www.google.com/search?tbm=isch&q=N107TR+aircraft,https://www.google.com/search?tbm=isch&q=UAS+aircraft,No,True,True,2
3/20/2026,2026-03-19T20:36:00Z,3/19/2026,2036Z,HONOLULU,HI,HNL,HCF,AAH444,B737,NONE,,Cracked windshield,2,,Unknown,Yes,254,1,,[],[],https://www.google.com/search?tbm=isch&q=B737+aircraft,generic_search,"HONOLULU, HI, (HCF), HNL), AAH444, B737. AAH444 (IFR) departed RWY08L and reported cracked windshield. The pilot requested to land on RWY08L. The aircraft landed safely and taxied to the ramp. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 3/19/2026 2036Z.",AAH444,B737,,,,,,,,https://www.google.com/search?tbm=isch&q=B737+aircraft,No,True,True,2
3/20/2026,2026-03-20T00:35:00Z,3/20/2026,0035Z,TRACY,CA,TCY,FSOC FSS,N3851T,P28R,N3851T,Landing,Gear-up landing,2,,Unknown,Yes,255,1,,[],[],https://www.google.com/search?tbm=isch&q=N3851T+aircraft,actual_search,"TRACY, CA, (FSOC FSS), (TCY), N3851T, P28R. N3851T landed with the gear up on RWY30. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 3/20/2026 0035Z.",,P28R,,,,,,,https://www.google.com/search?tbm=isch&q=N3851T+aircraft,https://www.google.com/search?tbm=isch&q=P28R+aircraft,No,True,True,3
3/20/2026,2026-03-02T21:44:00Z,3/2/2026,2144Z,CARSON CITY,NV,CXP,WSC ROC,N288SL,SLING,N288SL,Off-airport landing,Emergency landing,2,,,No,256,1,,[],[],https://www.google.com/search?tbm=isch&q=N288SL+aircraft,actual_search,"CARSON CITY, NV, (WSC ROC), (CXP), N288SL, SLING. N288SL made an off-airport landing about 6 miles south of Carson City (CXP) Airport at 390558N/1194432W. No FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: None. 3/2/2026 2144Z.",,SLING,,,,,,,https://www.google.com/search?tbm=isch&q=N288SL+aircraft,https://www.google.com/search?tbm=isch&q=SLING+aircraft,No,True,True,2
